年,品目大分類,品目分類,品目名(横),都道府県,品目名,農業団体(サンプル),未使用5,カウント
2018-01-01,1,2,いも類,青森県,いも類,農業団体A,0,15
2018-01-01,1,4,野菜,青森県,野菜,農業団体A,0,836
2018-01-01,1,4,果実,青森県,果実,農業団体J,0,828
2018-01-01,1,6,花き,青森県,花き,農業団体D,0,20
2018-01-01,1,5,工芸農作物,青森県,工芸農作物,農業団体A,0,40
2018-01-01,2,7,肉用牛,青森県,肉用牛,農業団体E,0,164
2018-01-01,2,7,生乳,青森県,生乳,農業団体D,0,72
2018-01-01,2,7,生乳以外の乳用牛,青森県,生乳以外の乳用牛,農業団体H,0,14
2018-01-01,2,7,豚,青森県,豚,農業団体D,0,216
2018-01-01,2,7,鶏卵,青森県,鶏卵,農業団体A,0,193
2018-01-01,2,7,ブロイラー,青森県,ブロイラー,農業団体F,0,216
2018-01-01,2,7,その他の畜産物,青森県,その他の畜産物,農業団体H,0,30
2018-01-01,2,8,加工農産物,青森県,加工農産物,農業団体J,0,0
2018-01-01,1,1,米,岩手県,米,農業団体C,0,582
2018-01-01,1,1,麦類,岩手県,麦類,農業団体E,0,1
2018-01-01,1,1,雑穀,岩手県,雑穀,農業団体J,0,4
2018-01-01,1,3,豆類,岩手県,豆類,農業団体F,0,8
2018-01-01,1,2,いも類,岩手県,いも類,農業団体A,0,4
2018-01-01,1,4,野菜,岩手県,野菜,農業団体E,0,303
2018-01-01,1,4,果実,岩手県,果実,農業団体J,0,126
2018-01-01,1,6,花き,岩手県,花き,農業団体B,0,42
2018-01-01,1,5,工芸農作物,岩手県,工芸農作物,農業団体E,0,41
2018-01-01,0,0,その他の作物,岩手県,その他の作物,農業団体I,0,8
2018-01-01,2,7,肉用牛,岩手県,肉用牛,農業団体D,0,284
2018-01-01,2,7,生乳,岩手県,生乳,農業団体D,0,231
2018-01-01,2,7,生乳以外の乳用牛,岩手県,生乳以外の乳用牛,農業団体F,0,39
2018-01-01,2,7,豚,岩手県,豚,農業団体E,0,282
2018-01-01,2,7,鶏卵,岩手県,鶏卵,農業団体F,0,152
2018-01-01,2,7,ブロイラー,岩手県,ブロイラー,農業団体J,0,574
2018-01-01,2,7,その他の畜産物,岩手県,その他の畜産物,農業団体C,0,44
2018-01-01,2,8,加工農産物,岩手県,加工農産物,農業団体F,0,0
2018-01-01,1,1,米,宮城県,米,農業団体J,0,818
2018-01-01,1,1,麦類,宮城県,麦類,農業団体G,0,2
2018-01-01,1,1,雑穀,宮城県,雑穀,農業団体C,0,0
2018-01-01,1,3,豆類,宮城県,豆類,農業団体D,0,20
2018-01-01,1,2,いも類,宮城県,いも類,農業団体A,0,3
2018-01-01,1,4,野菜,宮城県,野菜,農業団体J,0,277
2018-01-01,1,4,果実,宮城県,果実,農業団体A,0,26
2018-01-01,1,6,花き,宮城県,花き,農業団体I,0,27
2018-01-01,1,5,工芸農作物,宮城県,工芸農作物,農業団体D,0,1
2018-01-01,0,0,その他の作物,宮城県,その他の作物,農業団体I,0,6
2018-01-01,2,7,肉用牛,宮城県,肉用牛,農業団体A,0,276
2018-01-01,2,7,生乳,宮城県,生乳,農業団体A,0,122
2018-01-01,2,7,生乳以外の乳用牛,宮城県,生乳以外の乳用牛,農業団体B,0,16
2018-01-01,2,7,豚,宮城県,豚,農業団体H,0,122
2018-01-01,2,7,鶏卵,宮城県,鶏卵,農業団体H,0,149
2018-01-01,2,7,ブロイラー,宮城県,ブロイラー,農業団体A,0,60
2018-01-01,2,7,その他の畜産物,宮城県,その他の畜産物,農業団体E,0,12
2018-01-01,2,8,加工農産物,宮城県,加工農産物,農業団体I,0,2
2018-01-01,1,1,米,秋田県,米,農業団体I,0,1036
2018-01-01,1,1,麦類,秋田県,麦類,農業団体F,0,0
2018-01-01,1,1,雑穀,秋田県,雑穀,農業団体F,0,3
2018-01-01,1,3,豆類,秋田県,豆類,農業団体G,0,13
2018-01-01,1,2,いも類,秋田県,いも類,農業団体G,0,5
2018-01-01,1,4,野菜,秋田県,野菜,農業団体C,0,308
2018-01-01,1,4,果実,秋田県,果実,農業団体C,0,72
2018-01-01,1,6,花き,秋田県,花き,農業団体H,0,31
2018-01-01,1,5,工芸農作物,秋田県,工芸農作物,農業団体F,0,12
2018-01-01,0,0,その他の作物,秋田県,その他の作物,農業団体E,0,4
2018-01-01,2,7,肉用牛,秋田県,肉用牛,農業団体H,0,62
2018-01-01,2,7,生乳,秋田県,生乳,農業団体G,0,27
2018-01-01,2,7,生乳以外の乳用牛,秋田県,生乳以外の乳用牛,農業団体A,0,5
2018-01-01,2,7,豚,秋田県,豚,農業団体H,0,175
2018-01-01,2,7,鶏卵,秋田県,鶏卵,農業団体E,0,69
2018-01-01,2,8,加工農産物,秋田県,加工農産物,農業団体C,0,0
2018-01-01,1,1,米,山形県,米,農業団体A,0,835
2018-01-01,1,1,雑穀,山形県,雑穀,農業団体A,0,6
2018-01-01,1,3,豆類,山形県,豆類,農業団体D,0,9
2018-01-01,1,2,いも類,山形県,いも類,農業団体B,0,2
2018-01-01,1,4,野菜,山形県,野菜,農業団体H,0,472
2018-01-01,1,4,果実,山形県,果実,農業団体D,0,709
2018-01-01,1,6,花き,山形県,花き,農業団体B,0,69
2018-01-01,1,5,工芸農作物,山形県,工芸農作物,農業団体G,0,3
2018-01-01,2,7,肉用牛,山形県,肉用牛,農業団体A,0,122
2018-01-01,2,7,生乳,山形県,生乳,農業団体E,0,72
2018-01-01,2,7,生乳以外の乳用牛,山形県,生乳以外の乳用牛,農業団体D,0,15
2018-01-01,2,7,豚,山形県,豚,農業団体F,0,117
2018-01-01,2,7,鶏卵,山形県,鶏卵,農業団体H,0,15
2018-01-01,2,8,加工農産物,山形県,加工農産物,農業団体I,0,6
2018-01-01,1,1,米,福島県,米,農業団体C,0,798
2018-01-01,1,1,麦類,福島県,麦類,農業団体H,0,0
2018-01-01,1,1,雑穀,福島県,雑穀,農業団体F,0,7
2018-01-01,1,3,豆類,福島県,豆類,農業団体J,0,3
2018-01-01,1,2,いも類,福島県,いも類,農業団体B,0,9
2018-01-01,1,4,野菜,福島県,野菜,農業団体F,0,488
2018-01-01,1,4,果実,福島県,果実,農業団体C,0,255
2018-01-01,1,6,花き,福島県,花き,農業団体C,0,64
2018-01-01,1,5,工芸農作物,福島県,工芸農作物,農業団体E,0,14
2018-01-01,0,0,その他の作物,福島県,その他の作物,農業団体F,0,11
2018-01-01,2,7,肉用牛,福島県,肉用牛,農業団体D,0,134
2018-01-01,2,7,生乳,福島県,生乳,農業団体A,0,76
2018-01-01,2,7,生乳以外の乳用牛,福島県,生乳以外の乳用牛,農業団体C,0,17
2018-01-01,2,7,豚,福島県,豚,農業団体J,0,66
2018-01-01,2,7,鶏卵,福島県,鶏卵,農業団体E,0,121
2018-01-01,2,7,ブロイラー,福島県,ブロイラー,農業団体C,0,21
2018-01-01,2,7,その他の畜産物,福島県,その他の畜産物,農業団体B,0,19
2018-01-01,2,8,加工農産物,福島県,加工農産物,農業団体H,0,11
2018-01-01,1,1,米,茨城県,米,農業団体G,0,868
2018-01-01,1,1,麦類,茨城県,麦類,農業団体D,0,5
2018-01-01,1,1,雑穀,茨城県,雑穀,農業団体B,0,7
2018-01-01,1,3,豆類,茨城県,豆類,農業団体E,0,16
2018-01-01,1,2,いも類,茨城県,いも類,農業団体J,0,274
2018-01-01,1,4,野菜,茨城県,野菜,農業団体D,0,1708
2018-01-01,1,4,果実,茨城県,果実,農業団体G,0,112
2018-01-01,1,6,花き,茨城県,花き,農業団体H,0,137
2018-01-01,1,5,工芸農作物,茨城県,工芸農作物,農業団体G,0,11
2018-01-01,0,0,その他の作物,茨城県,その他の作物,農業団体E,0,11
2018-01-01,2,7,肉用牛,茨城県,肉用牛,農業団体A,0,164
2018-01-01,2,7,生乳,茨城県,生乳,農業団体C,0,183
2018-01-01,2,7,生乳以外の乳用牛,茨城県,生乳以外の乳用牛,農業団体D,0,26
2018-01-01,2,7,豚,茨城県,豚,農業団体C,0,405
2018-01-01,2,7,鶏卵,茨城県,鶏卵,農業団体J,0,449
2018-01-01,2,7,ブロイラー,茨城県,ブロイラー,農業団体I,0,27
2018-01-01,2,7,その他の畜産物,茨城県,その他の畜産物,農業団体I,0,23
2018-01-01,2,8,加工農産物,茨城県,加工農産物,農業団体E,0,83
2018-01-01,1,1,米,栃木県,米,農業団体E,0,714
2018-01-01,1,1,麦類,栃木県,麦類,農業団体B,0,43
2018-01-01,1,1,雑穀,栃木県,雑穀,農業団体A,0,10
2018-01-01,1,3,豆類,栃木県,豆類,農業団体B,0,7
2018-01-01,1,2,いも類,栃木県,いも類,農業団体E,0,12
2018-01-01,1,4,野菜,栃木県,野菜,農業団体H,0,815
2018-01-01,1,4,果実,栃木県,果実,農業団体H,0,80
2018-01-01,1,6,花き,栃木県,花き,農業団体J,0,68
2018-01-01,1,5,工芸農作物,栃木県,工芸農作物,農業団体E,0,6
2018-01-01,0,0,その他の作物,栃木県,その他の作物,農業団体H,0,12
2018-01-01,2,7,肉用牛,栃木県,肉用牛,農業団体H,0,208
2018-01-01,2,7,生乳,栃木県,生乳,農業団体G,0,350
2018-01-01,2,7,生乳以外の乳用牛,栃木県,生乳以外の乳用牛,農業団体F,0,66
2018-01-01,2,7,豚,栃木県,豚,農業団体H,0,257
2018-01-01,2,7,鶏卵,栃木県,鶏卵,農業団体E,0,191
2018-01-01,2,8,加工農産物,栃木県,加工農産物,農業団体F,0,10
2018-01-01,1,1,米,群馬県,米,農業団体C,0,166
2018-01-01,1,1,麦類,群馬県,麦類,農業団体B,0,12
2018-01-01,1,1,雑穀,群馬県,雑穀,農業団体G,0,1
2018-01-01,1,3,豆類,群馬県,豆類,農業団体E,0,3
2018-01-01,1,2,いも類,群馬県,いも類,農業団体E,0,8
2018-01-01,1,4,野菜,群馬県,野菜,農業団体J,0,983
2018-01-01,1,4,果実,群馬県,果実,農業団体F,0,83
2018-01-01,1,6,花き,群馬県,花き,農業団体A,0,54
2018-01-01,1,5,工芸農作物,群馬県,工芸農作物,農業団体D,0,82
2018-01-01,0,0,その他の作物,群馬県,その他の作物,農業団体D,0,13
2018-01-01,2,7,肉用牛,群馬県,肉用牛,農業団体I,0,161
2018-01-01,2,7,生乳,群馬県,生乳,農業団体F,0,218
2018-01-01,2,7,生乳以外の乳用牛,群馬県,生乳以外の乳用牛,農業団体C,0,51
2018-01-01,2,7,豚,群馬県,豚,農業団体H,0,409
2018-01-01,2,7,鶏卵,群馬県,鶏卵,農業団体J,0,123
2018-01-01,2,7,ブロイラー,群馬県,ブロイラー,農業団体I,0,64
2018-01-01,2,7,その他の畜産物,群馬県,その他の畜産物,農業団体F,0,23
2018-01-01,2,8,加工農産物,群馬県,加工農産物,農業団体G,0,1
2018-01-01,1,1,米,埼玉県,米,農業団体B,0,370
2018-01-01,1,1,麦類,埼玉県,麦類,農業団体F,0,11
2018-01-01,1,1,雑穀,埼玉県,雑穀,農業団体I,0,1
2018-01-01,1,3,豆類,埼玉県,豆類,農業団体D,0,1
2018-01-01,1,2,いも類,埼玉県,いも類,農業団体J,0,23
2018-01-01,1,4,野菜,埼玉県,野菜,農業団体C,0,833
2018-01-01,1,4,果実,埼玉県,果実,農業団体B,0,61
2018-01-01,1,6,花き,埼玉県,花き,農業団体F,0,160
2018-01-01,1,5,工芸農作物,埼玉県,工芸農作物,農業団体A,0,20
2018-01-01,0,0,その他の作物,埼玉県,その他の作物,農業団体F,0,15
2018-01-01,2,7,肉用牛,埼玉県,肉用牛,農業団体D,0,40
2018-01-01,2,7,生乳,埼玉県,生乳,農業団体J,0,63
2018-01-01,2,7,生乳以外の乳用牛,埼玉県,生乳以外の乳用牛,農業団体J,0,11
2018-01-01,2,7,豚,埼玉県,豚,農業団体G,0,58
2018-01-01,2,7,鶏卵,埼玉県,鶏卵,農業団体A,0,83
2018-01-01,2,8,加工農産物,埼玉県,加工農産物,農業団体B,0,1
2018-01-01,1,1,米,千葉県,米,農業団体I,0,728
2018-01-01,1,1,雑穀,千葉県,雑穀,農業団体A,0,1
2018-01-01,1,3,豆類,千葉県,豆類,農業団体B,0,100
2018-01-01,1,2,いも類,千葉県,いも類,農業団体E,0,198
2018-01-01,1,4,野菜,千葉県,野菜,農業団体B,0,1546
2018-01-01,1,4,果実,千葉県,果実,農業団体E,0,157
2018-01-01,1,6,花き,千葉県,花き,農業団体D,0,193
2018-01-01,1,5,工芸農作物,千葉県,工芸農作物,農業団体I,0,7
2018-01-01,2,7,肉用牛,千葉県,肉用牛,農業団体G,0,98
2018-01-01,2,7,生乳,千葉県,生乳,農業団体J,0,234
2018-01-01,2,7,生乳以外の乳用牛,千葉県,生乳以外の乳用牛,農業団体E,0,40
2018-01-01,2,7,豚,千葉県,豚,農業団体J,0,458
2018-01-01,2,7,鶏卵,千葉県,鶏卵,農業団体A,0,341
2018-01-01,2,7,ブロイラー,千葉県,ブロイラー,農業団体A,0,57
2018-01-01,2,7,その他の畜産物,千葉県,その他の畜産物,農業団体C,0,60
2018-01-01,2,8,加工農産物,千葉県,加工農産物,農業団体A,0,3
2018-01-01,1,1,米,東京都,米,農業団体C,0,1
2018-01-01,1,1,雑穀,東京都,雑穀,農業団体G,0,0
2018-01-01,1,3,豆類,東京都,豆類,農業団体J,0,0
2018-01-01,1,2,いも類,東京都,いも類,農業団体C,0,8
2018-01-01,1,4,野菜,東京都,野菜,農業団体E,0,134
2018-01-01,1,4,果実,東京都,果実,農業団体A,0,33
2018-01-01,1,6,花き,東京都,花き,農業団体H,0,37
2018-01-01,1,5,工芸農作物,東京都,工芸農作物,農業団体A,0,0
2018-01-01,2,7,肉用牛,東京都,肉用牛,農業団体B,0,2
2018-01-01,2,7,生乳,東京都,生乳,農業団体C,0,10
2018-01-01,2,7,生乳以外の乳用牛,東京都,生乳以外の乳用牛,農業団体A,0,3
2018-01-01,2,7,豚,東京都,豚,農業団体G,0,2
2018-01-01,2,7,鶏卵,東京都,鶏卵,農業団体J,0,2
2018-01-01,2,8,加工農産物,東京都,加工農産物,農業団体I,0,0
2018-01-01,1,1,米,神奈川県,米,農業団体J,0,36
2018-01-01,1,1,麦類,神奈川県,麦類,農業団体E,0,0
2018-01-01,1,1,雑穀,神奈川県,雑穀,農業団体A,0,0
2018-01-01,1,3,豆類,神奈川県,豆類,農業団体I,0,2
2018-01-01,1,2,いも類,神奈川県,いも類,農業団体F,0,13
2018-01-01,1,4,野菜,神奈川県,野菜,農業団体H,0,360
2018-01-01,1,4,果実,神奈川県,果実,農業団体E,0,82
2018-01-01,1,6,花き,神奈川県,花き,農業団体G,0,45
2018-01-01,1,5,工芸農作物,神奈川県,工芸農作物,農業団体D,0,1
2018-01-01,0,0,その他の作物,神奈川県,その他の作物,農業団体F,0,9
2018-01-01,2,7,肉用牛,神奈川県,肉用牛,農業団体G,0,11
2018-01-01,2,7,生乳,神奈川県,生乳,農業団体C,0,39
2018-01-01,2,7,生乳以外の乳用牛,神奈川県,生乳以外の乳用牛,農業団体B,0,6
2018-01-01,2,7,豚,神奈川県,豚,農業団体B,0,48
2018-01-01,2,7,鶏卵,神奈川県,鶏卵,農業団体I,0,41
2018-01-01,2,8,加工農産物,神奈川県,加工農産物,農業団体B,0,2
2018-01-01,1,1,米,新潟県,米,農業団体B,0,1445
2018-01-01,1,1,麦類,新潟県,麦類,農業団体H,0,0
2018-01-01,1,1,雑穀,新潟県,雑穀,農業団体A,0,1
2018-01-01,1,3,豆類,新潟県,豆類,農業団体A,0,11
2018-01-01,1,2,いも類,新潟県,いも類,農業団体J,0,15
2018-01-01,1,4,野菜,新潟県,野菜,農業団体J,0,350
2018-01-01,1,4,果実,新潟県,果実,農業団体C,0,77
2018-01-01,1,6,花き,新潟県,花き,農業団体J,0,73
2018-01-01,1,5,工芸農作物,新潟県,工芸農作物,農業団体A,0,10
2018-01-01,0,0,その他の作物,新潟県,その他の作物,農業団体A,0,1
2018-01-01,2,7,肉用牛,新潟県,肉用牛,農業団体G,0,34
2018-01-01,2,7,生乳,新潟県,生乳,農業団体I,0,52
2018-01-01,2,7,生乳以外の乳用牛,新潟県,生乳以外の乳用牛,農業団体D,0,8
2018-01-01,2,7,豚,新潟県,豚,農業団体A,0,141
2018-01-01,2,7,鶏卵,新潟県,鶏卵,農業団体A,0,171
2018-01-01,2,7,ブロイラー,新潟県,ブロイラー,農業団体I,0,24
2018-01-01,2,7,その他の畜産物,新潟県,その他の畜産物,農業団体A,0,48
2018-01-01,2,8,加工農産物,新潟県,加工農産物,農業団体I,0,2
2018-01-01,1,1,米,富山県,米,農業団体H,0,451
2018-01-01,1,1,麦類,富山県,麦類,農業団体J,0,2
2018-01-01,1,1,雑穀,富山県,雑穀,農業団体F,0,2
2018-01-01,1,3,豆類,富山県,豆類,農業団体J,0,8
2018-01-01,1,2,いも類,富山県,いも類,農業団体I,0,3
2018-01-01,1,4,野菜,富山県,野菜,農業団体C,0,58
2018-01-01,1,4,果実,富山県,果実,農業団体I,0,21
2018-01-01,1,6,花き,富山県,花き,農業団体A,0,11
2018-01-01,1,5,工芸農作物,富山県,工芸農作物,農業団体I,0,0
2018-01-01,0,0,その他の作物,富山県,その他の作物,農業団体I,0,1
2018-01-01,2,7,肉用牛,富山県,肉用牛,農業団体F,0,11
2018-01-01,2,7,生乳,富山県,生乳,農業団体F,0,13
2018-01-01,2,7,生乳以外の乳用牛,富山県,生乳以外の乳用牛,農業団体F,0,2
2018-01-01,2,7,豚,富山県,豚,農業団体A,0,23
2018-01-01,2,7,鶏卵,富山県,鶏卵,農業団体G,0,38
2018-01-01,2,8,加工農産物,富山県,加工農産物,農業団体F,0,5
2018-01-01,1,1,米,石川県,米,農業団体B,0,288
2018-01-01,1,1,麦類,石川県,麦類,農業団体J,0,1
2018-01-01,1,1,雑穀,石川県,雑穀,農業団体B,0,0
2018-01-01,1,3,豆類,石川県,豆類,農業団体F,0,3
2018-01-01,1,2,いも類,石川県,いも類,農業団体E,0,13
2018-01-01,1,4,野菜,石川県,野菜,農業団体I,0,108
2018-01-01,1,4,果実,石川県,果実,農業団体C,0,31
2018-01-01,1,6,花き,石川県,花き,農業団体F,0,6
2018-01-01,1,5,工芸農作物,石川県,工芸農作物,農業団体H,0,2
2018-01-01,0,0,その他の作物,石川県,その他の作物,農業団体B,0,2
2018-01-01,2,7,肉用牛,石川県,肉用牛,農業団体C,0,12
2018-01-01,2,7,生乳,石川県,生乳,農業団体A,0,23
2018-01-01,2,7,生乳以外の乳用牛,石川県,生乳以外の乳用牛,農業団体A,0,4
2018-01-01,2,7,豚,石川県,豚,農業団体C,0,17
2018-01-01,2,7,鶏卵,石川県,鶏卵,農業団体H,0,34
2018-01-01,2,8,加工農産物,石川県,加工農産物,農業団体F,0,1
2018-01-01,1,1,米,福井県,米,農業団体J,0,305
2018-01-01,1,1,麦類,福井県,麦類,農業団体B,0,2
2018-01-01,1,1,雑穀,福井県,雑穀,農業団体F,0,4
2018-01-01,1,3,豆類,福井県,豆類,農業団体C,0,3
2018-01-01,1,2,いも類,福井県,いも類,農業団体J,0,6
2018-01-01,1,4,野菜,福井県,野菜,農業団体H,0,87
2018-01-01,1,4,果実,福井県,果実,農業団体E,0,10
2018-01-01,1,6,花き,福井県,花き,農業団体F,0,5
2018-01-01,1,5,工芸農作物,福井県,工芸農作物,農業団体D,0,0
2018-01-01,0,0,その他の作物,福井県,その他の作物,農業団体I,0,1
2018-01-01,2,7,肉用牛,福井県,肉用牛,農業団体E,0,9
2018-01-01,2,7,生乳,福井県,生乳,農業団体B,0,7
2018-01-01,2,7,生乳以外の乳用牛,福井県,生乳以外の乳用牛,農業団体G,0,1
2018-01-01,2,7,豚,福井県,豚,農業団体A,0,2
2018-01-01,2,7,鶏卵,福井県,鶏卵,農業団体G,0,25
2018-01-01,2,7,ブロイラー,福井県,ブロイラー,農業団体H,0,2
2018-01-01,2,7,その他の畜産物,福井県,その他の畜産物,農業団体H,0,0
2018-01-01,2,8,加工農産物,福井県,加工農産物,農業団体C,0,1
2018-01-01,1,1,米,山梨県,米,農業団体F,0,63
2018-01-01,1,1,麦類,山梨県,麦類,農業団体I,0,0
2018-01-01,1,1,雑穀,山梨県,雑穀,農業団体I,0,0
2018-01-01,1,3,豆類,山梨県,豆類,農業団体D,0,1
2018-01-01,1,2,いも類,山梨県,いも類,農業団体J,0,4
2018-01-01,1,4,野菜,山梨県,野菜,農業団体H,0,112
2018-01-01,1,4,果実,山梨県,果実,農業団体C,0,629
2018-01-01,1,6,花き,山梨県,花き,農業団体E,0,36
2018-01-01,1,5,工芸農作物,山梨県,工芸農作物,農業団体A,0,1
2018-01-01,0,0,その他の作物,山梨県,その他の作物,農業団体A,0,21
2018-01-01,2,7,肉用牛,山梨県,肉用牛,農業団体D,0,14
2018-01-01,2,7,生乳,山梨県,生乳,農業団体F,0,18
2018-01-01,2,7,生乳以外の乳用牛,山梨県,生乳以外の乳用牛,農業団体B,0,4
2018-01-01,2,7,豚,山梨県,豚,農業団体I,0,10
2018-01-01,2,7,鶏卵,山梨県,鶏卵,農業団体E,0,16
2018-01-01,2,7,ブロイラー,山梨県,ブロイラー,農業団体F,0,15
2018-01-01,2,7,その他の畜産物,山梨県,その他の畜産物,農業団体J,0,0
2018-01-01,2,8,加工農産物,山梨県,加工農産物,農業団体C,0,8
2018-01-01,1,1,米,長野県,米,農業団体F,0,473
2018-01-01,1,1,麦類,長野県,麦類,農業団体D,0,3
2018-01-01,1,1,雑穀,長野県,雑穀,農業団体A,0,10
2018-01-01,1,3,豆類,長野県,豆類,農業団体J,0,6
2018-01-01,1,2,いも類,長野県,いも類,農業団体C,0,12
2018-01-01,1,4,野菜,長野県,野菜,農業団体I,0,905
2018-01-01,1,4,果実,長野県,果実,農業団体E,0,714
2018-01-01,1,6,花き,長野県,花き,農業団体B,0,138
2018-01-01,1,5,工芸農作物,長野県,工芸農作物,農業団体H,0,2
