日付,🔖性別,年齢,🔖好きな季節,🔖居住タイプ,🔖教育レベル,🔖好みのアクティビティ,未使用,カウント,山までの距離(マイル),ビーチまでの距離(マイル),旅行頻度,年収($),休暇予算($),🔖ペット,🔖環境への懸念
2024-09-01,1,33,summer,suburban,master,swimming,,,263,4,3,86070,701,1,0
2024-09-01,2,40,winter,suburban,bachelor,swimming,,,225,23,5,71559,2472,0,0
2024-09-01,0,56,summer,rural,doctorate,sunbathing,,,103,60,7,32539,2688,1,1
2024-09-01,0,65,fall,suburban,doctorate,sunbathing,,,248,119,7,39350,2725,1,0
2024-09-01,2,26,summer,urban,high school,swimming,,,120,92,4,98257,1447,1,0
2024-09-01,2,50,fall,rural,bachelor,hiking,,,76,146,7,53358,2245,1,0
2024-09-01,1,52,winter,suburban,doctorate,skiing,,,235,147,9,39200,2939,1,0
2024-09-01,1,57,summer,suburban,master,sunbathing,,,250,37,6,77879,2402,0,1
2024-09-01,1,67,winter,urban,high school,swimming,,,299,165,2,92107,3521,0,0
2024-09-01,2,41,spring,rural,high school,sunbathing,,,249,150,9,53265,4109,0,1
2024-09-01,1,41,summer,rural,bachelor,hiking,,,35,261,6,22412,2024,0,0
2024-09-01,1,67,winter,urban,bachelor,hiking,,,38,82,9,89324,2560,1,1
2024-09-01,2,41,spring,suburban,bachelor,sunbathing,,,60,18,1,66584,4996,0,0
2024-09-01,0,36,spring,rural,master,swimming,,,79,191,9,61893,2532,0,0
2024-09-01,1,56,fall,rural,doctorate,hiking,,,132,79,4,40663,4184,1,1
2024-09-01,0,42,summer,rural,high school,hiking,,,136,92,3,83666,2667,1,0
2024-09-01,1,69,winter,rural,bachelor,skiing,,,53,199,7,22333,1354,0,1
2024-09-01,1,48,spring,rural,master,skiing,,,193,78,5,30067,2080,1,0
2024-09-01,1,55,spring,suburban,high school,sunbathing,,,118,147,8,34185,2400,0,1
2024-09-01,2,42,fall,urban,master,hiking,,,57,10,3,117796,3120,0,1
2024-09-01,2,44,winter,urban,bachelor,hiking,,,105,116,4,37384,2587,1,0
2024-09-01,1,49,spring,urban,bachelor,hiking,,,163,282,1,25956,4857,1,0
2024-09-01,1,28,spring,rural,master,sunbathing,,,191,210,5,23957,2280,0,0
2024-09-01,2,22,summer,urban,doctorate,skiing,,,1,88,4,49933,4256,1,0
2024-09-01,2,61,fall,urban,doctorate,swimming,,,255,283,3,107798,4836,0,1
2024-09-01,0,50,fall,suburban,doctorate,swimming,,,250,222,0,114204,1982,1,0
2024-09-01,2,36,fall,urban,bachelor,hiking,,,198,72,4,114628,606,1,1
2024-09-01,1,60,winter,suburban,master,sunbathing,,,68,143,3,55535,3274,1,0
2024-09-01,2,64,winter,urban,doctorate,hiking,,,107,247,2,47796,3430,0,0
2024-09-01,0,33,fall,rural,master,hiking,,,170,171,8,50945,1489,0,1
2024-09-01,0,52,fall,urban,master,hiking,,,234,136,6,34061,3365,0,0
2024-09-01,1,28,spring,rural,doctorate,hiking,,,1,206,4,110949,4415,0,0
2024-09-01,2,28,winter,rural,high school,hiking,,,133,244,4,82185,3489,1,0
2024-09-01,0,27,fall,urban,doctorate,swimming,,,14,35,9,75877,3376,1,1
2024-09-01,0,51,summer,urban,high school,swimming,,,295,23,8,54526,3245,0,1
2024-09-01,0,69,spring,rural,bachelor,swimming,,,207,206,8,39077,816,1,1
2024-09-01,1,22,fall,suburban,doctorate,swimming,,,33,87,9,67938,1261,1,0
2024-09-01,0,40,fall,rural,doctorate,sunbathing,,,21,200,0,74008,1485,1,1
2024-09-01,2,42,spring,rural,doctorate,sunbathing,,,140,72,9,49739,911,0,0
2024-09-01,1,46,fall,rural,master,sunbathing,,,87,4,1,119123,4174,0,1
2024-09-01,2,57,fall,rural,master,swimming,,,181,267,9,24834,4369,1,0
2024-09-01,2,30,spring,suburban,doctorate,swimming,,,106,125,4,65504,3063,1,1
2024-09-01,0,64,summer,rural,doctorate,skiing,,,53,198,7,34259,3286,0,0
2024-09-01,1,49,spring,urban,high school,skiing,,,188,244,8,46014,2782,0,1
2024-09-01,1,51,fall,suburban,master,hiking,,,246,57,3,102893,3800,1,0
2024-09-01,2,29,fall,rural,doctorate,hiking,,,77,220,1,79458,1613,1,1
2024-09-01,1,41,spring,rural,high school,skiing,,,39,140,6,96539,3735,0,0
2024-09-01,1,57,winter,urban,high school,sunbathing,,,252,97,2,56175,1284,1,0
2024-09-01,1,38,spring,rural,high school,skiing,,,263,245,7,49133,1451,1,1
2024-09-01,1,46,summer,urban,doctorate,skiing,,,44,201,5,111714,2090,1,0
2024-09-01,0,68,summer,urban,master,hiking,,,126,170,2,33957,3341,1,0
2024-09-01,2,40,winter,urban,high school,swimming,,,26,197,9,101416,3071,0,0
2024-09-01,2,50,summer,rural,doctorate,hiking,,,250,107,2,110600,1605,0,1
2024-09-01,1,25,spring,urban,doctorate,swimming,,,38,245,7,41259,3119,0,1
2024-09-01,1,59,fall,rural,high school,sunbathing,,,176,52,5,106847,3927,0,1
2024-09-01,2,30,summer,rural,doctorate,swimming,,,205,100,9,87882,4368,0,0
2024-09-01,2,22,summer,urban,high school,sunbathing,,,226,96,7,119181,2016,1,0
2024-09-01,0,58,spring,urban,bachelor,skiing,,,2,271,3,49115,4203,0,1
2024-09-01,1,27,fall,urban,high school,sunbathing,,,52,142,1,119650,1785,1,1
2024-09-01,2,31,spring,suburban,high school,sunbathing,,,231,50,3,80446,3299,1,1
2024-09-01,0,41,summer,suburban,doctorate,hiking,,,96,93,0,101864,1095,1,0
2024-09-01,0,28,fall,rural,high school,sunbathing,,,175,199,1,67271,1544,1,1
2024-09-01,1,63,fall,urban,bachelor,hiking,,,132,64,5,91784,1276,1,0
2024-09-01,0,20,summer,urban,high school,skiing,,,243,51,7,67943,4337,1,1
2024-09-01,0,46,summer,urban,bachelor,skiing,,,37,161,7,63029,3768,1,1
2024-09-01,0,65,spring,suburban,bachelor,hiking,,,16,229,4,41240,3413,1,0
2024-09-01,0,69,spring,rural,high school,swimming,,,244,196,4,47772,2141,0,0
2024-09-01,0,47,summer,urban,doctorate,hiking,,,204,37,6,53487,1314,0,0
2024-09-01,1,66,winter,urban,high school,swimming,,,205,252,4,40579,1899,1,1
2024-09-01,1,54,winter,suburban,master,skiing,,,207,147,0,59616,2083,1,1
2024-09-01,1,24,winter,urban,doctorate,hiking,,,289,287,9,102683,4417,1,1
2024-09-01,1,34,summer,urban,bachelor,hiking,,,261,188,7,23398,2183,1,0
2024-09-01,2,37,spring,rural,master,swimming,,,124,3,7,48081,4819,1,0
2024-09-01,1,28,winter,urban,bachelor,swimming,,,288,274,2,112199,2127,1,0
2024-09-01,1,61,spring,rural,bachelor,swimming,,,159,292,4,24073,1010,1,0
2024-09-01,1,42,fall,urban,master,sunbathing,,,177,14,2,103311,3257,1,1
2024-09-01,0,41,winter,rural,doctorate,sunbathing,,,205,42,8,37226,1661,0,1
2024-09-01,0,19,winter,urban,doctorate,hiking,,,232,65,7,116778,1122,0,1
2024-09-01,0,44,summer,suburban,high school,hiking,,,154,168,9,100844,4538,0,1
2024-09-01,1,36,winter,rural,master,sunbathing,,,292,60,3,76360,1535,0,0
2024-09-01,2,46,spring,rural,master,sunbathing,,,261,190,5,30243,3736,1,0
2024-09-01,2,54,spring,suburban,bachelor,sunbathing,,,137,297,9,48120,1726,1,0
2024-09-01,1,28,summer,rural,high school,sunbathing,,,61,88,7,29218,3323,0,1
2024-09-01,2,36,winter,urban,doctorate,hiking,,,107,219,3,49047,4395,1,0
2024-09-01,2,45,winter,urban,bachelor,hiking,,,180,163,2,41321,4541,1,0
2024-09-01,1,56,fall,rural,high school,swimming,,,114,14,3,35556,4274,0,0
2024-09-01,0,38,winter,urban,doctorate,skiing,,,254,201,4,104811,4648,1,1
2024-09-01,2,43,fall,suburban,bachelor,sunbathing,,,13,203,6,100459,2466,1,0
2024-09-01,0,39,summer,rural,high school,sunbathing,,,181,107,2,44116,1663,1,1
2024-09-01,1,23,winter,suburban,high school,hiking,,,40,156,2,110405,4531,1,0
2024-09-01,0,28,fall,suburban,high school,swimming,,,273,193,1,33774,3019,0,0
2024-09-01,2,31,summer,rural,high school,sunbathing,,,204,253,0,80756,2734,1,0
2024-09-01,0,53,fall,urban,master,hiking,,,297,32,2,107798,3091,0,0
2024-09-01,0,57,fall,urban,high school,hiking,,,239,126,3,25123,3640,0,1
2024-09-01,0,58,summer,suburban,high school,skiing,,,39,126,9,97514,2771,0,1
2024-09-01,1,19,fall,suburban,doctorate,swimming,,,294,196,4,72601,2051,1,0
2024-09-01,1,60,summer,rural,high school,skiing,,,181,171,9,117865,3058,1,1
2024-09-01,1,37,fall,suburban,doctorate,sunbathing,,,114,76,3,113126,4370,0,1
2024-09-01,1,39,winter,rural,master,sunbathing,,,191,17,0,91441,4407,0,1
2024-09-01,0,56,spring,rural,doctorate,swimming,,,14,169,3,107342,2863,0,0
2024-09-01,2,21,spring,rural,doctorate,skiing,,,186,240,3,118714,2336,0,1
2024-09-01,0,46,fall,rural,high school,swimming,,,281,216,0,55946,705,1,0
2024-09-01,0,63,summer,urban,master,skiing,,,133,41,8,105275,3007,1,1
2024-09-01,0,41,summer,urban,doctorate,skiing,,,112,202,2,40152,1331,1,0
2024-09-01,2,18,summer,suburban,doctorate,swimming,,,79,222,6,30207,4480,1,1
2024-09-01,2,41,spring,urban,bachelor,swimming,,,84,278,0,90217,4925,1,0
2024-09-01,2,47,summer,rural,high school,hiking,,,150,95,0,69889,4296,0,1
2024-09-01,0,29,spring,urban,master,hiking,,,146,183,0,39190,604,1,0
2024-09-01,1,36,winter,suburban,high school,swimming,,,9,34,5,73636,1831,0,0
2024-09-01,1,54,fall,urban,bachelor,swimming,,,69,101,6,77437,2589,0,0
2024-09-01,0,57,summer,suburban,master,sunbathing,,,237,102,6,71391,2409,1,1
2024-09-01,1,60,winter,suburban,bachelor,swimming,,,234,25,4,46258,4709,1,1
2024-09-01,1,21,winter,suburban,master,skiing,,,171,112,8,50417,4405,0,1
2024-09-01,0,32,spring,rural,bachelor,swimming,,,67,5,7,50541,2545,0,1
2024-09-01,0,37,spring,urban,master,hiking,,,195,227,7,113241,2094,1,0
2024-09-01,1,61,winter,rural,doctorate,swimming,,,246,172,3,24753,3834,1,0
2024-09-01,0,37,summer,suburban,doctorate,sunbathing,,,156,149,2,108748,4627,1,0
2024-09-01,1,38,summer,suburban,bachelor,sunbathing,,,215,72,2,64274,1404,0,0
2024-09-01,2,27,spring,suburban,high school,sunbathing,,,144,92,0,22710,4988,1,0
2024-09-01,2,47,summer,urban,high school,sunbathing,,,210,178,8,90961,4402,0,1
2024-09-01,0,41,fall,rural,doctorate,skiing,,,165,262,3,87203,4467,0,1
2024-09-01,1,65,spring,rural,doctorate,hiking,,,56,176,3,30849,3079,1,0
2024-09-01,2,57,spring,rural,master,sunbathing,,,91,148,9,117559,3732,1,1
2024-09-01,0,69,summer,urban,high school,sunbathing,,,76,173,6,58923,2076,0,0
2024-09-01,2,57,winter,rural,bachelor,skiing,,,41,226,5,45884,559,0,1
2024-09-01,2,55,summer,suburban,high school,swimming,,,188,136,5,98085,564,1,0
2024-09-01,0,20,fall,suburban,master,skiing,,,139,209,0,44471,3087,1,1
2024-09-01,2,46,fall,rural,master,sunbathing,,,85,139,6,65653,1650,0,1
2024-09-01,0,25,spring,suburban,bachelor,hiking,,,33,73,2,65818,2969,1,1
2024-09-01,0,46,summer,rural,bachelor,swimming,,,32,95,2,105392,3500,1,1
2024-09-01,2,27,winter,suburban,doctorate,hiking,,,100,236,2,46655,4349,0,1
2024-09-01,2,22,spring,rural,master,hiking,,,207,245,4,59000,1207,0,0
2024-09-01,1,28,fall,rural,master,skiing,,,140,145,3,76700,4770,0,1
2024-09-01,2,21,summer,urban,doctorate,skiing,,,133,81,4,103892,1955,0,1
2024-09-01,1,66,summer,urban,master,swimming,,,160,282,6,84281,4910,0,1
2024-09-01,0,52,fall,rural,master,swimming,,,241,299,7,30970,2322,1,1
2024-09-01,2,67,winter,rural,high school,sunbathing,,,254,117,4,57574,4895,1,1
2024-09-01,2,57,summer,suburban,doctorate,hiking,,,298,149,9,118850,2646,0,1
2024-09-01,0,29,spring,suburban,bachelor,swimming,,,180,206,4,45114,4489,0,1
2024-09-01,2,38,fall,urban,doctorate,hiking,,,67,46,9,34215,3444,0,0
2024-09-01,1,33,winter,rural,doctorate,hiking,,,262,108,6,56002,3658,1,0
2024-09-01,2,31,summer,rural,master,swimming,,,47,133,9,114225,1049,1,0
2024-09-01,1,38,summer,urban,doctorate,sunbathing,,,88,113,1,50614,4870,0,1
2024-09-01,2,65,spring,urban,bachelor,swimming,,,113,217,3,32637,3103,1,1
2024-09-01,2,44,winter,urban,doctorate,sunbathing,,,116,47,6,71727,1007,1,0
2024-09-01,0,53,summer,suburban,doctorate,sunbathing,,,119,270,8,56156,4119,0,0
2024-09-01,1,18,fall,rural,master,swimming,,,212,153,5,96005,3173,1,0
2024-09-01,0,18,summer,rural,master,swimming,,,86,89,5,40861,3915,1,0
2024-09-01,0,39,fall,suburban,doctorate,swimming,,,139,76,5,20753,4667,0,1
2024-09-01,0,32,winter,urban,master,skiing,,,7,56,8,72001,4656,0,0
2024-09-01,1,69,winter,urban,master,swimming,,,5,158,9,21152,1548,0,0
2024-09-01,0,37,winter,rural,high school,swimming,,,223,104,7,87051,2458,1,0
2024-09-01,1,20,fall,rural,bachelor,sunbathing,,,15,23,7,97507,4956,0,0
2024-09-01,1,31,spring,urban,high school,skiing,,,74,17,0,93132,3739,1,1
2024-09-01,2,26,summer,rural,master,sunbathing,,,219,30,1,24735,569,0,1
2024-09-01,1,36,winter,suburban,doctorate,skiing,,,297,27,5,23385,3075,0,1
2024-09-01,1,57,summer,rural,high school,hiking,,,18,165,7,117811,1305,1,1
2024-09-01,2,51,fall,rural,master,skiing,,,124,86,8,67824,3686,1,0
2024-09-01,0,21,spring,urban,high school,skiing,,,156,237,7,28363,4144,1,0
2024-09-01,2,50,winter,suburban,bachelor,sunbathing,,,178,281,1,32589,2350,1,1
2024-09-01,2,60,summer,rural,master,hiking,,,112,260,5,98844,906,1,0
2024-09-01,2,54,summer,suburban,doctorate,swimming,,,245,275,5,68509,2726,0,0
2024-09-01,1,19,spring,rural,bachelor,swimming,,,66,282,0,56199,540,1,1
2024-09-01,2,44,winter,suburban,master,sunbathing,,,254,110,5,105496,3653,1,0
2024-09-01,1,62,spring,rural,master,sunbathing,,,294,89,8,47320,2465,1,1
2024-09-01,1,34,winter,rural,high school,hiking,,,209,179,1,90309,3211,0,0
2024-09-01,1,66,summer,urban,master,sunbathing,,,33,106,5,64395,1541,0,1
2024-09-01,1,67,fall,rural,high school,sunbathing,,,12,216,7,28463,2715,0,1
2024-09-01,0,48,summer,rural,doctorate,hiking,,,73,182,0,63430,1061,1,1
2024-09-01,1,58,fall,urban,high school,swimming,,,197,165,1,80768,531,1,1
2024-09-01,1,23,summer,urban,master,hiking,,,212,244,7,20666,2799,1,0
2024-09-01,2,69,spring,urban,high school,hiking,,,70,15,7,44292,3591,0,0
2024-09-01,2,48,spring,suburban,doctorate,swimming,,,287,191,0,65951,2239,1,1
2024-09-01,1,20,spring,urban,doctorate,hiking,,,96,280,5,53647,546,0,1
2024-09-01,0,57,winter,urban,high school,swimming,,,89,137,7,33007,4873,0,0
2024-09-01,0,20,spring,suburban,high school,sunbathing,,,191,18,0,36206,1192,1,0
2024-09-01,2,50,winter,suburban,master,hiking,,,175,124,1,76911,4444,0,1
2024-09-01,0,69,winter,rural,bachelor,swimming,,,127,91,4,79932,1926,1,1
2024-09-01,2,30,spring,suburban,bachelor,skiing,,,135,162,4,51655,2983,1,1
2024-09-01,0,38,winter,suburban,doctorate,sunbathing,,,78,55,9,65968,3493,0,1
2024-09-01,0,54,spring,urban,doctorate,skiing,,,158,54,3,118599,2274,0,1
2024-09-01,0,33,winter,rural,high school,swimming,,,229,75,3,28300,3277,1,1
2024-09-01,2,38,fall,rural,high school,swimming,,,129,1,7,41814,3346,0,1
2024-09-01,2,65,winter,rural,master,skiing,,,261,286,5,67715,1206,0,1
2024-09-01,1,61,fall,urban,doctorate,skiing,,,84,32,0,28985,4518,0,1
2024-09-01,1,30,winter,suburban,master,hiking,,,156,207,3,42553,2195,0,0
2024-09-01,0,21,spring,rural,bachelor,sunbathing,,,135,262,3,112554,2856,1,1
2024-09-01,0,48,spring,urban,high school,skiing,,,205,280,7,74517,534,0,1
2024-09-01,0,26,summer,urban,bachelor,swimming,,,268,117,1,49976,1683,0,1
2024-09-01,2,65,spring,suburban,doctorate,swimming,,,132,107,1,41347,3989,0,1
2024-09-01,0,50,winter,rural,master,swimming,,,289,88,6,46793,2280,0,1
2024-09-01,1,54,winter,suburban,doctorate,hiking,,,62,184,1,56015,1478,1,0
2024-09-01,0,54,winter,suburban,high school,hiking,,,77,94,4,87073,1415,0,0
2024-09-01,1,41,spring,rural,master,swimming,,,101,184,4,100488,2705,1,0
2024-09-01,0,42,fall,urban,high school,hiking,,,62,222,2,32891,4595,0,0
2024-09-01,0,68,summer,urban,doctorate,skiing,,,247,40,0,21280,3007,0,0
2024-09-01,0,58,fall,suburban,doctorate,swimming,,,94,13,2,110245,2250,0,0
2024-09-01,1,46,spring,rural,doctorate,swimming,,,218,178,7,54294,3312,0,0
2024-09-01,1,57,spring,urban,high school,swimming,,,215,0,7,20291,1018,0,1
2024-09-01,2,68,fall,suburban,bachelor,swimming,,,285,74,3,116512,4051,0,0
2024-09-01,1,67,summer,rural,doctorate,sunbathing,,,209,145,9,83984,2468,1,1
2024-09-01,0,64,winter,suburban,bachelor,hiking,,,62,103,0,118830,3145,1,1
2024-09-01,1,53,winter,urban,high school,sunbathing,,,56,187,3,21216,1389,0,1
2024-09-01,0,32,spring,urban,doctorate,skiing,,,285,294,8,59762,3201,0,1
2024-09-01,0,62,fall,suburban,doctorate,skiing,,,270,189,9,96824,2987,1,1
2024-09-01,1,35,summer,suburban,doctorate,swimming,,,296,260,7,79981,4734,1,0
2024-09-01,2,37,spring,urban,bachelor,skiing,,,289,35,2,71029,2997,1,1
2024-09-01,1,22,fall,urban,high school,swimming,,,95,125,1,20342,2423,0,1
2024-09-01,1,35,winter,rural,bachelor,hiking,,,84,229,3,67549,4599,0,0
2024-09-01,0,57,summer,urban,doctorate,sunbathing,,,134,191,3,87654,2156,0,1
2024-09-01,1,18,winter,suburban,doctorate,sunbathing,,,263,121,2,71466,1201,0,1
2024-09-01,2,36,spring,urban,high school,skiing,,,133,290,3,87919,624,1,1
2024-09-01,0,40,winter,urban,bachelor,swimming,,,160,191,3,56133,920,0,0
2024-09-01,1,43,summer,rural,bachelor,skiing,,,169,210,4,52136,1452,1,0
2024-09-01,2,66,summer,rural,bachelor,sunbathing,,,195,207,0,81443,3471,1,1
2024-09-01,0,46,summer,urban,doctorate,skiing,,,157,218,6,113100,2466,1,0
2024-09-01,2,51,summer,suburban,bachelor,sunbathing,,,100,198,7,59714,4929,1,0
2024-09-01,2,36,fall,urban,master,skiing,,,280,144,2,34486,1790,0,0
2024-09-01,0,65,winter,urban,doctorate,sunbathing,,,215,209,3,33079,3624,1,1
2024-09-01,1,35,fall,urban,bachelor,swimming,,,22,105,3,34709,3104,0,0
2024-09-01,2,19,summer,rural,doctorate,skiing,,,104,280,1,105981,1169,0,0
2024-09-01,0,44,fall,rural,master,skiing,,,195,184,5,81863,2137,0,1
2024-09-01,1,23,summer,suburban,bachelor,hiking,,,117,267,9,74013,4183,0,0
2024-09-01,2,56,spring,urban,master,swimming,,,106,89,0,24090,3808,0,0
2024-09-01,0,23,summer,urban,master,skiing,,,142,21,4,86739,743,0,0
2024-09-01,2,23,fall,rural,doctorate,skiing,,,30,199,7,111365,4390,1,0
2024-09-01,1,48,summer,suburban,master,swimming,,,21,261,4,93057,2109,0,0
2024-09-01,1,58,summer,rural,bachelor,sunbathing,,,229,186,3,59483,3252,1,0
2024-09-01,1,57,summer,rural,master,skiing,,,51,79,6,58561,3652,1,0
2024-09-01,0,47,fall,urban,bachelor,sunbathing,,,237,92,1,50622,2087,0,0
2024-09-01,1,38,winter,suburban,high school,skiing,,,219,51,0,111422,4466,1,0
2024-09-01,1,58,winter,rural,master,sunbathing,,,45,185,6,98239,2661,1,0
2024-09-01,0,61,spring,rural,high school,hiking,,,42,294,2,100931,4962,0,0
2024-09-01,1,35,fall,suburban,master,sunbathing,,,81,134,7,26741,2456,0,0
2024-09-01,1,40,spring,rural,doctorate,swimming,,,263,297,0,70066,3787,1,1
2024-09-01,1,55,winter,suburban,high school,hiking,,,143,212,9,86082,3506,1,1
2024-09-01,0,40,spring,suburban,master,sunbathing,,,82,155,1,82373,2333,0,0
2024-09-01,1,45,fall,rural,high school,sunbathing,,,258,257,4,45257,3839,0,1
2024-09-01,2,53,spring,urban,bachelor,skiing,,,17,144,1,43054,4547,1,1
2024-09-01,0,42,summer,suburban,bachelor,skiing,,,3,254,9,92421,2344,0,0
2024-09-01,2,24,spring,rural,bachelor,swimming,,,39,54,8,49627,3333,1,0
2024-09-01,0,35,winter,suburban,master,swimming,,,124,297,9,29863,4155,0,0
2024-09-01,0,37,spring,rural,master,hiking,,,238,238,2,90371,4136,0,1
2024-09-01,0,22,spring,urban,master,sunbathing,,,266,278,5,80772,1282,0,0
2024-09-01,2,35,fall,rural,bachelor,swimming,,,30,242,1,34045,4309,0,1
2024-09-01,1,59,fall,urban,high school,skiing,,,134,199,7,84754,1449,0,0
2024-09-01,1,57,spring,urban,master,sunbathing,,,21,44,0,71183,4567,1,0
2024-09-01,1,50,fall,rural,doctorate,swimming,,,208,293,1,68362,1238,0,0
2024-09-01,1,32,spring,urban,doctorate,hiking,,,35,10,5,102246,1867,1,0
2024-09-01,0,52,spring,urban,bachelor,swimming,,,44,214,8,31811,1200,1,1
2024-09-01,0,64,spring,rural,master,swimming,,,248,193,1,23238,714,0,0
2024-09-01,2,63,summer,suburban,master,sunbathing,,,245,106,4,77291,4852,0,1
2024-09-01,1,18,summer,urban,doctorate,hiking,,,49,163,9,81477,2168,1,0
2024-09-01,0,38,winter,rural,bachelor,hiking,,,79,138,4,75083,942,1,0
2024-09-01,1,25,winter,urban,high school,skiing,,,142,210,3,68276,4543,0,0
2024-09-01,1,24,summer,rural,high school,hiking,,,290,227,8,49973,3450,1,0
2024-09-01,2,58,summer,urban,master,hiking,,,154,40,5,102173,3098,0,1
2024-09-01,0,67,fall,suburban,bachelor,sunbathing,,,5,169,5,67366,1006,1,0
2024-09-01,1,61,fall,suburban,bachelor,swimming,,,259,269,9,87092,3273,0,0
2024-09-01,2,57,summer,suburban,high school,hiking,,,167,112,2,55661,1737,1,1
2024-09-01,2,57,summer,suburban,doctorate,swimming,,,267,121,7,119462,3872,1,1
2024-09-01,1,47,winter,suburban,master,swimming,,,152,297,0,118884,4113,0,1
2024-09-01,1,55,summer,urban,high school,sunbathing,,,297,201,9,42372,3192,0,1
2024-09-01,2,52,summer,rural,bachelor,hiking,,,72,72,5,53938,1191,0,1
2024-09-01,2,19,winter,urban,bachelor,sunbathing,,,141,8,0,61560,4990,0,1
2024-09-01,1,63,summer,suburban,bachelor,swimming,,,229,25,5,48680,3319,1,0
2024-09-01,1,25,summer,rural,high school,sunbathing,,,270,78,9,34720,4253,0,0
2024-09-01,2,55,fall,urban,doctorate,hiking,,,184,108,4,60499,4931,0,1
2024-09-01,0,21,summer,suburban,master,swimming,,,69,106,0,45258,878,0,0
2024-09-01,2,54,winter,suburban,high school,swimming,,,36,299,4,67964,2938,1,0
2024-09-01,2,38,fall,urban,doctorate,sunbathing,,,244,166,1,65290,616,0,1
2024-09-01,0,30,fall,suburban,doctorate,sunbathing,,,162,141,9,82802,2667,1,1
2024-09-01,1,26,spring,suburban,master,sunbathing,,,169,91,3,119598,4769,0,1
2024-09-01,2,62,summer,urban,doctorate,skiing,,,107,161,0,53379,3941,0,1
2024-09-01,1,46,fall,suburban,high school,swimming,,,250,99,8,98417,3712,0,1
2024-09-01,0,58,summer,urban,doctorate,hiking,,,65,46,4,119518,4059,1,1
2024-09-01,2,41,winter,urban,high school,sunbathing,,,19,141,9,105397,4674,1,0
2024-09-01,1,33,winter,urban,bachelor,sunbathing,,,206,217,8,65845,1709,1,1
2024-09-01,1,29,winter,rural,high school,hiking,,,125,235,7,51709,1065,1,0
2024-09-01,1,19,summer,urban,doctorate,skiing,,,81,138,6,51430,1031,0,1
2024-09-01,1,36,summer,rural,bachelor,hiking,,,155,146,2,74255,793,1,0
2024-09-01,1,47,summer,urban,master,swimming,,,223,235,3,39645,3202,1,1
2024-09-01,1,33,summer,suburban,doctorate,swimming,,,85,172,5,93477,4630,0,1
2024-09-01,2,41,spring,suburban,master,skiing,,,216,45,5,72748,3490,1,1
2024-09-01,2,30,winter,suburban,bachelor,sunbathing,,,232,118,7,93399,3496,1,0
2024-09-01,0,22,spring,suburban,high school,swimming,,,11,37,2,22547,4582,0,1
2024-09-01,1,40,spring,urban,doctorate,sunbathing,,,17,44,7,80877,722,1,0
2024-09-01,0,55,spring,urban,doctorate,sunbathing,,,87,287,4,109025,943,0,1
2024-09-01,2,48,summer,suburban,high school,hiking,,,252,274,3,83721,3311,1,0
